price_column,reward_type,n_steps,mean,std,min,p5,p25,p50,p75,p95,max
close,log_return,49999,-5.2253061829920117e-08,2.2963475084283288e-05,-0.0006429273621719744,-1.8389959082654173e-05,0.0,0.0,0.0,1.8389282726793965e-05,0.0006429273621719744
